freq,psd_x,psd_y,psd_z,psd_xyz
134.9,1.905e+03,1.445e+04,4.695e+03,2.105e+04
136.4,2.266e+03,1.221e+04,4.775e+03,1.925e+04
137.9,2.959e+03,1.124e+04,5.115e+03,1.932e+04
139.4,2.932e+03,1.036e+04,4.783e+03,1.808e+04
140.9,4.290e+03,9.215e+03,4.009e+03,1.751e+04
142.4,7.906e+03,7.293e+03,3.915e+03,1.911e+04
143.9,1.310e+04,4.649e+03,5.358e+03,2.311e+04
145.4,1.677e+04,3.893e+03,6.199e+03,2.686e+04
146.9,1.980e+04,3.513e+03,6.955e+03,3.027e+04
148.4,2.482e+04,2.936e+03,7.135e+03,3.489e+04
149.9,2.901e+04,2.049e+03,6.378e+03,3.744e+04
151.4,3.160e+04,1.434e+03,5.215e+03,3.825e+04
152.9,3.288e+04,1.156e+03,4.194e+03,3.823e+04
154.4,3.315e+04,1.152e+03,3.615e+03,3.791e+04
155.9,3.264e+04,1.438e+03,3.579e+03,3.766e+04
157.4,3.227e+04,1.695e+03,3.801e+03,3.777e+04
158.9,3.233e+04,1.625e+03,3.632e+03,3.759e+04
160.4,3.225e+04,1.629e+03,3.442e+03,3.732e+04
161.9,2.965e+04,1.723e+03,3.192e+03,3.456e+04
163.4,2.837e+04,1.393e+03,2.712e+03,3.248e+04
164.9,2.988e+04,9.172e+02,2.126e+03,3.293e+04
166.4,2.465e+04,7.095e+02,1.555e+03,2.691e+04
167.9,1.916e+04,6.854e+02,9.547e+02,2.080e+04
169.4,1.694e+04,8.040e+02,6.472e+02,1.839e+04
170.9,1.555e+04,9.847e+02,6.018e+02,1.714e+04
172.4,1.345e+04,1.115e+03,5.310e+02,1.509e+04
173.9,1.148e+04,1.076e+03,5.255e+02,1.308e+04
175.4,1.296e+04,9.353e+02,6.059e+02,1.450e+04
176.9,1.165e+04,8.142e+02,5.645e+02,1.303e+04
178.4,9.742e+03,4.980e+02,5.221e+02,1.076e+04
179.9,9.345e+03,3.500e+02,4.933e+02,1.019e+04
181.4,9.052e+03,4.415e+02,4.541e+02,9.948e+03
182.9,8.642e+03,7.733e+02,5.297e+02,9.945e+03
184.4,8.471e+03,1.270e+03,7.326e+02,1.047e+04
185.9,8.370e+03,2.145e+03,1.079e+03,1.159e+04
187.4,8.087e+03,3.097e+03,1.395e+03,1.258e+04
188.9,9.232e+03,3.501e+03,1.534e+03,1.427e+04
190.4,1.003e+04,4.787e+03,1.735e+03,1.655e+04
191.9,1.064e+04,7.990e+03,1.991e+03,2.062e+04
193.4,1.051e+04,9.899e+03,1.928e+03,2.234e+04
194.9,9.475e+03,1.032e+04,2.057e+03,2.185e+04
196.4,8.299e+03,9.705e+03,2.574e+03,2.058e+04
197.9,7.062e+03,8.934e+03,3.010e+03,1.901e+04
199.4,6.549e+03,8.945e+03,3.264e+03,1.876e+04
